valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.338,1964,0.953,['Los Indios Tabajaras'],0.454,145493,0.226,0,6WDw4P19Y6yGpNqKDJOxpY,0.465,6,0.217,-13.842,1,A la Orilla del Lago,25,1964-08-26,0.0419,108.431
0.6759999999999999,1953,0.742,['Stan Kenton'],0.495,170373,0.359,0,1WkESK9M6wHQLRpPZMlcsD,0.00285,0,0.0588,-8.792,0,I've Got You Under My Skin,6,1953-01-17,0.0421,86.229
0.319,1954,0.981,"['Giuseppe Verdi', 'Arturo Toscanini']",0.435,307227,0.231,0,0qP829aFYU66vuOBX5Rqlh,0.0,9,0.147,-13.35,0,Falstaff: Act I: Scene 1: Falstaff!,0,1954,0.0851,90.156
0.789,1961,0.0453,['Del Shannon'],0.599,142973,0.5720000000000001,0,1QuXP2TaFPEFQKgv4uBDSB,0.0,8,0.19,-11.303,0,His Latest Flame,22,1961-01-01,0.0683,96.15
0.836,1997,0.319,['La Arrolladora Banda El Limón De Rene Camacho'],0.534,193427,0.611,0,3ES15XEkjNhQ2H4Dlsd9z4,1.19e-06,5,0.08,-7.797999999999999,0,Diferentes,46,1997-02-03,0.0253,106.474
0.387,2018,0.00377,"['Steve Aoki', 'Louis Tomlinson']",0.647,198774,0.932,0,508oFmt92FyICj6pZiWQwC,1.69e-06,11,0.0574,-3.517,1,Just Hold On,59,2018-11-09,0.083,115.0
0.574,2015,0.1369999999999999,['Kat Dahlia'],0.632,202667,0.638,1,3U1TuSqHIubBA10cVP7Sk6,0.0,7,0.125,-6.731,1,I Think I'm In Love,68,2015-01-09,0.0505,121.868
0.366,1974,0.0364,['Lynyrd Skynyrd'],0.45,415600,0.341,0,2UQWW8rhNJo5tBt77LnbZH,0.000284,7,0.0405,-14.218,1,I Need You,53,1974-04-15,0.0327,118.782
0.264,1968,0.927,['Willie Nelson'],0.583,197320,0.0802,0,5DOLt4rlqOxVOhrAlEty5W,0.0413,9,0.107,-19.704,1,Little Things,20,1968-09-01,0.0324,91.306
0.399,2007,0.416,['Kevin Johansen'],0.565,244933,0.547,0,1cqlBqJC2FL38DYTXgvQIW,0.0,11,0.102,-9.129,1,Anoche Soñé Contigo,64,2007-04-27,0.0385,91.95
0.933,2003,0.189,"['Chingy', 'Jermaine Dupri', 'Trina']",0.863,222627,0.747,1,2grJZhuW8wzL6ThDVy7Eqs,0.0,2,0.0251,-4.5939999999999985,1,Right Thurr - Remix/Explicit,45,2003-01-01,0.247,92.105
0.477,2014,0.4370000000000001,"['Nicki Minaj', 'Beyoncé']",0.564,237840,0.703,1,5fyIGoaaKelzdyW8ELhYJZ,0.00927,2,0.358,-5.459,1,Feeling Myself,67,2014-12-15,0.269,139.045
0.652,1965,0.302,['Four Tops'],0.485,148187,0.772,0,5vIXH9s0G62Naryu9bAmNU,0.0,0,0.172,-3.468,0,Where Did You Go,20,1965-01-01,0.0392,114.524
0.777,1939,0.8809999999999999,"['Bert Lahr', 'Ray Bolger', 'Jack Haley', 'Judy Garland']",0.6940000000000001,41507,0.112,0,7hayKfJ5IUlMe4wDkCfsDu,0.0,8,0.1639999999999999,-23.435,1,If I Only Had The Nerve,30,1939-08-25,0.581,120.325
0.376,1985,0.991,"['Antonio Vivaldi', 'Angel Romero', 'Academy of St. Martin in the Fields', 'Iona Brown']",0.392,139827,0.0287,0,7cVxHX7wFEdXwIzdD9tPCO,0.914,2,0.127,-29.181,0,"12 Concertos, Op.3 - ""L'estro Armonico"" / Concerto No. 6 In A Minor For Solo Violin, RV 356: 2. Largo",29,1985-01-01,0.0329,50.813
0.455,1926,0.0729,['Эрнест Хемингуэй'],0.691,97600,0.289,1,50sFUQNfaNFjC6Jon8CqHf,0.0,5,0.139,-12.514,0,Часть 45.3 - Фиеста,0,1926,0.937,89.712
0.145,1984,0.0221,['Metallica'],0.301,533493,0.935,0,1E2AfYuobMm18cKEoQaRob,0.8540000000000001,9,0.215,-7.584,0,The Call Of Ktulu (Remastered),49,1984-07-27,0.1,139.239
0.467,1983,0.011,['Chris Rea'],0.556,308693,0.481,0,1BiG4OiQ6Fspfay6DF7x39,0.00204,2,0.1689999999999999,-11.743,1,Texas,34,1983-07-18,0.0331,150.036
0.52,1975,0.858,['Merle Haggard & The Strangers'],0.585,188760,0.309,0,6RZQIfHppiPmZvJL7NnR2d,0.267,7,0.0876,-13.67,1,Always Wanting You,34,1975,0.0245,96.106
0.444,1998,0.0381,['SEATBELTS'],0.73,134027,0.252,0,5yBgu0GOWQyuzFZAGtWePq,0.8029999999999999,9,0.0884,-12.08,1,Pot City,40,1998-05-21,0.0783,119.815
0.932,1935,0.995,"['Margarita Cueto', 'Carlos Mejía']",0.76,146599,0.272,0,1e7x9c9FsN5yLKgNfGRMrY,0.029,5,0.125,-13.271,1,Soy Virgencita,0,1935-01-01,0.0479,107.307
0.394,1950,0.977,['President Franklin Delano Roosevelt'],0.629,1654883,0.222,0,1m8ldf9LE9dti3jJxeMgQj,0.0,8,0.5489999999999999,-15.319,0,"Fireside Chat #13 - On Purging the Democratic Party (June 24, 1938)",0,1950,0.919,82.318
0.6890000000000001,1933,0.945,['Billie Holiday'],0.772,180933,0.202,0,4QQcu0I9nEoSoYtdjE732Q,3.65e-05,10,0.116,-10.188,1,Getting Some Fun Out of Life,28,1933,0.0689,110.954
0.144,1953,0.969,"['Richard Strauss', 'Res Fischer', 'Astrid Varnay', 'Leonie Rysanek', 'Hans Hotter', 'Helmut Melchert', 'Heiner Horn', 'Gertie Charlent', 'Helene Petrich', 'Kathe Retzmann', 'Hasso Eschert', 'Arno Reinhardt', 'Ilsa Ihme-Sabisch', 'Trude Roesler', 'Marianne Schroeder', 'Marlies Siemeling', 'Kathe Moller-Siepermann', 'Cologne Radio Chorus', 'Cologne Radio Symphony Orchestra', 'Richard Kraus']",0.4320000000000001,154867,0.146,0,1IUwPtj6wwc7khsthqaHtc,0.0,8,0.6890000000000001,-16.114,0,"Elektra! (Chrysothemis, Elektra)",0,1953-01-01,0.0769,97.376
0.637,1965,0.158,['The Byrds'],0.377,210467,0.6659999999999999,0,1mpv6hIbfG75txI9zJGcf4,0.000621,2,0.339,-8.066,1,The Bells of Rhymney,36,1965-06-21,0.0314,122.146
0.138,1949,0.981,"['Maurice Ravel', 'Philippe Entremont', 'Régine Crespin']",0.474,204173,0.154,0,2617CksUZ5rGzaCfOVLHny,0.00899,5,0.162,-18.238,0,"Histoires naturelles, M. 50: V. La Pintade",6,1949,0.0948,180.523
0.415,2010,0.575,['The White Buffalo'],0.561,242853,0.425,0,18lZDzgg3HetL1FmmcED1j,4.28e-05,11,0.0938,-10.61,0,Oh Darlin' What Have I Done,59,2010-11-02,0.0263,81.945
0.579,1944,0.974,['Lata Mangeshkar'],0.496,184680,0.252,0,0OaUFh1CGr2HPYzskc6xVW,0.144,0,0.212,-11.99,1,Vahate Sukhache Vare,0,1944-12-01,0.0685,128.297
0.667,1954,0.883,['The Blue Stars'],0.588,134493,0.336,0,02GBy1SHbC25y0mHGGtRCt,0.0,7,0.251,-11.818,0,Mister L'Amour,0,1954-01-01,0.0461,169.384
0.22,1984,0.6759999999999999,['Johnny Costa'],0.312,183189,0.501,0,5qHxTfMFQB8bdC8k0Bzirv,0.938,7,0.322,-12.91,1,You Are Special,22,1984,0.0269,95.211
0.155,2015,0.172,['Bob Moses'],0.705,470093,0.403,0,6NDt5z8GKIHub37hBQ4x18,0.00201,0,0.615,-9.7,1,Tearing Me Up,61,2015-09-18,0.0438,114.992
0.362,1993,0.8340000000000001,['William Ellwood'],0.603,224707,0.208,0,7seya4sinA8EesWl49zHUb,0.8170000000000001,4,0.0596,-20.618,0,Whispering Moon,33,1993-01-01,0.0334,109.392
0.149,2000,1.51e-05,['Deftones'],0.271,203600,0.91,0,7cYKGj2j9AWNwQukTl2Jev,4.34e-05,7,0.134,-3.645,1,Korea,50,2000-05-16,0.0854,88.463
0.516,2012,0.023,"['Rick Ross', 'Meek Mill']",0.638,247267,0.863,1,0pNMYo9MXmyyR9Fp9HwiBT,0.0,2,0.628,-5.891,1,So Sophisticated,57,2012-01-01,0.309,153.954
0.8809999999999999,1986,0.831,['Los Iracundos'],0.631,144160,0.485,0,4EvH1hUwJVu6DxqXKeeg0m,0.0,4,0.139,-11.233,1,Va Cayendo una Lágrima,47,1986-08-01,0.04,85.555
0.378,1969,0.0102,['Mighty Baby'],0.422,267493,0.784,0,0CQryO9MyLC1sDXizQ3yEJ,0.251,0,0.266,-13.802,1,A Friend You Know but Never See,25,1969-01-01,0.0715,141.21200000000005
0.5579999999999999,1976,0.345,['Bee Gees'],0.575,215493,0.405,0,2rVxsVGLFssDfM5B9BUL0K,5.91e-05,4,0.645,-13.345999999999998,1,Love So Right,54,1976-01-01,0.0279,80.983
0.75,1929,0.96,"['Cornélio Pires', 'Pedro Massa']",0.7609999999999999,155013,0.392,0,6iQbEqaGePP9pC3svRiE98,0.0,4,0.474,-13.245,0,Anedotas Norte Americanas,0,1929-08-07,0.818,103.853
0.12,2010,0.131,['Rihanna'],0.638,303733,0.568,0,1mjMXiWYKSJ5XmJCC0O9HJ,0.0,7,0.127,-6.872000000000001,0,Skin,56,2010-01-01,0.0428,126.989
0.369,2002,0.00303,['Something Corporate'],0.522,232200,0.8809999999999999,0,07oVZP9Er2Fz8S59ePWLyK,0.000147,7,0.0939,-5.231,1,Punk Rock Princess,49,2002-01-01,0.0847,130.084
0.693,1966,0.0315,['Jefferson Airplane'],0.407,208493,0.568,0,3LMKo7xplWvM1HPhEGdGMf,0.0307,7,0.162,-9.407,1,Let Me In - Original Uncensored/Deleted Version,18,1966-08-15,0.033,80.375
0.792,1987,0.721,"['Azumi Inoue', ""Suginami Children's Choir""]",0.655,165173,0.58,0,2h78eydbkY81cmcYW2Feo2,6.93e-06,0,0.183,-9.704,1,Hey Let's Go,46,1987,0.142,180.302
0.46,1925,0.991,['Ignacio Corsini'],0.343,152653,0.161,0,0Zh7SAqHbur0KxyY803Vn5,0.878,6,0.112,-23.61,0,El Flechazo - Remasterizado,0,1925-04-25,0.0546,127.287
0.925,1926,0.8759999999999999,['Louis Armstrong & His Hot Five'],0.73,158467,0.389,0,7FBOxqPDKby3FmOzWEQpqq,3.99e-06,9,0.123,-12.072,0,Irish Black Bottom,8,1926,0.0723,99.4
0.468,1970,0.816,['Harry Nilsson'],0.596,168760,0.343,0,1udpwsUp7hONCUbzGy4KUs,4e-06,3,0.366,-12.404000000000002,1,Think About Your Troubles,33,1970-12-01,0.0483,112.575
0.66,2003,0.103,['Radiohead'],0.288,201507,0.86,0,6TdGeb9e2KL6RZG0VxoTMd,0.000399,2,0.102,-6.311,0,Go To Sleep,50,2003,0.0393,161.194
0.908,1971,0.0476,['Alice Cooper'],0.478,184507,0.82,0,6SC8nVtQbOylK81aEPh9MP,0.000768,2,0.216,-11.546,1,Long Way to Go,35,1971,0.0769,171.959
0.7509999999999999,1946,0.993,['Anika Rizvi'],0.564,197169,0.237,0,7sbmZ9dO6YSTFE1pGE8CxZ,0.56,0,0.158,-11.157,1,Joban Ubhar Pe,0,1946-12-31,0.0586,140.325
0.275,1961,0.92,['Shirley Bassey'],0.193,190467,0.301,0,1RFRE8hp08O4EJZVf54kKS,1.09e-05,4,0.18,-9.998,1,Climb Ev'ry Mountain,22,1961,0.0328,133.762
0.609,1979,0.00662,['Led Zeppelin'],0.345,634013,0.88,0,2WNvfN4GJl0mCkLZviK48P,0.306,2,0.0498,-8.62,1,Carouselambra - Remaster,30,1979-08-15,0.0349,110.979
0.7859999999999999,1969,0.41,['Herb Alpert & The Tijuana Brass'],0.647,135413,0.568,0,1TKiYvCw9jPRIlzdtWS4tF,0.927,9,0.0974,-11.124,1,The Maltese Melody,22,1969-11-01,0.0373,141.799
0.373,2016,0.0359,['Kanye West'],0.823,323303,0.813,1,2CHmgtK8OCL28WtIK96u4N,0.0,7,0.0886,-6.71,1,30 Hours,61,2016-06-10,0.288,95.012
0.0367,2005,0.9,['Harry Gregson-Williams'],0.19,332373,0.1689999999999999,0,7zY46aSULMG2pDG2fMlaI7,0.617,8,0.102,-18.08,1,Only The Beginning of The Adventure,57,2005-12-13,0.0365,82.96700000000001
0.7490000000000001,1953,0.865,['Ken Griffin'],0.371,159427,0.198,0,6y3Esawpa0M1wUocXOArd1,0.773,7,0.139,-14.241,1,St. Louis Blues,6,1953-01-30,0.0621,118.169
0.754,1948,0.992,['Jyotsna Bhole'],0.5379999999999999,176805,0.324,0,6B7CZuiJ0shf4jweVesb78,0.936,9,0.125,-14.279000000000002,0,Naach Hridaya Aanande,0,1948-12-31,0.0742,122.373
0.928,1976,0.113,['Brick'],0.763,336507,0.898,0,3KMUmrYYtWVhbdfpphhCLm,0.00417,2,0.0212,-6.26,1,Dazz - Dazz Disco Mix,40,1976,0.0468,109.004
0.128,1982,0.994,['George Winston'],0.56,157294,0.0676,0,0z308pq3ow9G4ZIhvTCsOO,0.863,8,0.112,-18.027,1,Rest Your Head,45,1982-01-01,0.0915,86.219
0.977,1965,0.143,['Four Tops'],0.7040000000000001,166400,0.6779999999999999,0,7d1ustAIlXG7ht5Q4IOv7s,0.0,2,0.119,-9.121,0,It's The Same Old Song,55,1965,0.0295,125.185
0.315,1926,0.373,"['Georgette Heyer', 'Irina Salkow']",0.68,118323,0.2,0,7tzaqzljWFgVlQObtHXWZS,0.0,10,0.114,-22.47300000000001,1,Kapitel 139 - Der Page und die Herzogin,1,1926,0.936,97.655
0.607,1992,0.2,['Green Day'],0.586,150440,0.835,0,3KzCJGegAcwsSik1bOgkNu,3.45e-06,9,0.305,-5.893,1,Words I Might Have Ate,33,1992-01-17,0.0971,103.569
0.321,2006,0.0294,['Maná'],0.452,281880,0.8340000000000001,0,33J0xfFaRZO6RzHVdbQkiO,0.0,0,0.138,-5.039,1,Manda Una Señal,62,2006-05-09,0.0296,186.141
0.176,2014,0.079,"['A$AP Rocky', 'Juicy J']",0.904,223053,0.7829999999999999,1,21tQ61tNj6qbXbDwmSIPt9,0.0,0,0.149,-4.475,1,Multiply (feat. Juicy J),57,2014-10-07,0.145,114.952
0.564,1968,0.899,['Thelonious Monk'],0.598,197200,0.309,0,5LXzKcfSd18X9yhrwT900N,0.455,10,0.117,-14.295,0,Thelonious,30,1968,0.0319,93.65
0.952,1964,0.462,['Jan & Dean'],0.458,111267,0.6729999999999999,0,1ndCYDx5qJi9eEJBY4raQn,0.0,9,0.0956,-9.176,1,Move Out Little Mustang,12,1964,0.0285,142.881
0.156,2018,0.612,['Chance the Rapper'],0.6859999999999999,218624,0.469,1,3woRy7uxzl1lO2XO99oHsN,0.0,1,0.121,-9.065,1,The Man Who Has Everything,59,2018-11-30,0.291,72.998
0.218,1985,0.647,['Bread'],0.326,219493,0.0902,0,21hqYtzRDoweSDz3krkNPs,0.00091,7,0.198,-20.588,1,Aubrey,33,1985-08-13,0.0344,137.611
0.381,1961,0.695,['Bill Evans Trio'],0.531,484800,0.236,0,0RoupsP2B7fBbTBkT0G2Nd,0.334,5,0.51,-20.517,1,"All Of You - Live At The Village Vanguard, 1961 / Take 3",16,1961,0.0437,96.015
0.421,1949,0.988,['Sandhya Mukherjee'],0.335,191307,0.264,0,31PnDU4lJ3Np9AQKaK1vBH,0.448,1,0.12,-13.351,1,"Amare Loye Je (From ""Samapika"")",0,1949-12-01,0.032,109.434
0.181,2003,0.000769,['Limp Bizkit'],0.328,236333,0.868,1,0EtzpDX05udzfLcGntGbGU,0.000584,4,0.1639999999999999,-4.717,1,Eat You Alive,55,2003-01-01,0.0718,135.582
0.136,1951,0.975,"['Charles Gounod', 'Jussi Björling', 'Renato Cellini']",0.109,296747,0.371,0,1BfDq89G1tOyNGAYGbI6bN,0.253,8,0.104,-11.135,1,"Faust, Act III: ""Salut, demeure chaste et pure""",0,1951,0.0377,86.08
0.461,1992,0.64,['No Doubt'],0.51,269667,0.308,0,1Skmy7igdy3HorzoG6zaqL,0.0,9,0.108,-13.34,0,Sometimes,33,1992-01-01,0.0352,105.927
0.182,2017,0.263,"['G-Eazy', 'Charlie Puth']",0.5579999999999999,203960,0.7659999999999999,1,3qk4wRMDlaeagZGjSYbsOV,0.0,6,0.32,-5.9529999999999985,0,Sober,61,2017-12-15,0.231,96.281
0.6729999999999999,1969,0.26,['Santana'],0.429,243267,0.696,0,3jarONOz6PdAJ7OIMtF3Pu,0.894,7,0.0906,-13.957,0,Waiting,36,1969-08-30,0.0501,126.855
0.536,1960,0.742,['Enrique Guzman'],0.343,133200,0.447,0,2gj0XAQIWOX72GRspbMTPc,0.0,2,0.308,-10.238,1,Más (More),29,1960,0.0327,90.833
0.546,1964,0.471,['Los Ángeles Azules'],0.6559999999999999,137987,0.61,0,2zs7QiCmkIxEeW1E1HZ8bP,0.0,6,0.275,-6.5539999999999985,1,Quiero Estrechar Tu Mano,45,1964-01-01,0.0314,136.584
0.594,1975,0.00814,['Rush'],0.333,261760,0.919,0,481S5BKOolPHU4VDkDBHqn,0.328,9,0.317,-8.124,1,Anthem,45,1975-02-15,0.0794,139.298
0.162,1955,0.964,['Julie London'],0.495,178573,0.0688,0,7f6AAixCrVar1ZY7RPHDfM,0.00227,4,0.112,-14.927,0,Cry Me A River,61,1955-12-01,0.0546,120.901
0.25,1986,0.8140000000000001,['Robin Williams'],0.652,273773,0.919,0,7pbNkiTHXc4nu1AxKtLXfu,0.0,10,0.924,-11.395,1,Dr. Roof - Live,24,1986-04-11,0.952,65.244
0.335,2002,0.0101,['Red Hot Chili Peppers'],0.5710000000000001,311867,0.8,0,1iFIZUVDBCCkWe705FLXto,7.290000000000001e-05,7,0.111,-4.131,1,Dosed,60,2002-07-09,0.0292,104.377
0.628,2008,0.701,['LA INDIA'],0.6609999999999999,279840,0.735,0,3vFxhY2ejPkBPPI8tTFB1V,0.00017,9,0.0491,-9.071,0,Ese Hombre,40,2008-01-01,0.0781,88.20299999999996
0.0584,1977,0.975,['Will Ackerman'],0.299,321027,0.0649,0,59lfasi7WlW4SbsNQXpTbJ,0.945,6,0.0983,-21.774,1,Pictures,22,1977,0.0444,79.461
0.722,1970,0.514,['Ray Stevens'],0.37,212773,0.378,0,3rrrMhc76FDnS4N7wu2KfH,0.0,5,0.222,-15.178,1,Everything Is Beautiful - 1970 #1 Billboard chart hit,38,1970,0.0369,112.159
0.8959999999999999,1940,0.991,['Tasos Xalkias-Klarino'],0.271,192213,0.5870000000000001,0,1N2FssxTSKJTu3EmRaFZu8,0.949,0,0.0825,-8.327,1,Tsirtsimpidas,0,1940-01-01,0.0469,201.791
0.962,1993,0.225,['The Poets Of Rhythm'],0.542,252000,0.8690000000000001,0,3HgPOHHJWnMfv1Zw27Jh2V,0.8909999999999999,0,0.0453,-6.18,1,More Mess on My Thing,44,1993-01-01,0.0954,190.509
0.228,1972,0.649,['Pure Prairie League'],0.355,132307,0.129,0,43tziUTRfXfrlFGbAVYm4r,6.47e-05,2,0.0775,-20.989,1,Falling In And Out Of Love - Remastered 1988,39,1972,0.0325,86.62
0.772,1965,0.5539999999999999,['The Strangeloves'],0.745,203533,0.8270000000000001,0,3cOM3Zc2w5y5tOaUZ4wj95,0.0,9,0.109,-8.485,1,Night Time,33,1965,0.0385,139.472
0.962,1928,0.8809999999999999,['Arletty'],0.73,108400,0.283,0,5NrJiofhUBKoWLmxTjhKLF,0.099,4,0.0777,-12.704,1,Moi Je Cherche Un Emploi,0,1928,0.0686,126.043
0.0377,2005,0.769,['Harry Gregson-Williams'],0.0707,192120,0.207,0,2lda3NIlkKYkZsU5eai2Ve,0.642,2,0.141,-15.589,1,To Aslan's Camp,46,2005-12-13,0.035,63.539
0.927,1939,0.787,['The Munchkins'],0.5710000000000001,25893,0.254,0,32YsO0bCRQWJ34BaQD4ABq,0.102,5,0.218,-16.863,1,The Lollipop Guild - Original Munchkin Actors' Voices,0,1939-08-25,0.193,178.53
0.5870000000000001,1977,0.6709999999999999,['Ramon Ayala Y Sus Bravos Del Norte'],0.606,223973,0.398,0,2ruStThHiF3C2QSDxCri3G,6.979999999999999e-05,8,0.0819,-6.562,1,No Lo Vas A Creer,43,1977,0.0339,81.46600000000002
0.469,1935,0.627,"['Sinclair Lewis', 'Frank Arnold']",0.701,219234,0.194,0,3njjAfXs9ShfaF6Mv55EwH,5.15e-06,5,0.279,-23.68,0,"Das ist bei uns nicht möglich, Kapitel 128",0,1935,0.952,129.93200000000002
0.6990000000000001,2006,0.56,['Alejandro Sanz'],0.76,273373,0.6890000000000001,0,0TSO6afZViXH6OUlIMl6m4,0.0,2,0.0662,-5.9670000000000005,1,"Te lo agradezco, pero no",59,2006-11-07,0.102,149.993
0.196,1948,0.985,"['Béla Bartók', 'Concertgebouworkest', 'Eduard van Beinum']",0.43,405507,0.179,0,6v9Jooq0Sa7yyE535CLkbY,0.884,9,0.103,-22.685,1,"Concerto for Orchestra, Sz. 116: 2. Giuoco della coppie (Allegretto scherzando)",0,1948-01-01,0.0445,81.508
0.7440000000000001,2013,0.838,['Omar Ruiz'],0.5539999999999999,149961,0.245,1,6Pqe4gyiGxUmYOGUU2Izni,0.0,9,0.211,-12.812,1,Mi Amiga Maria Juana,49,2013-04-09,0.0646,183.405
0.688,1930,0.992,['Λαϊκή Ορχήστρα Μιχάλη Φελουζή'],0.342,164307,0.74,0,0zL8y6uB3YeWt71uw0pMWK,0.942,6,0.8340000000000001,-14.429,1,Σούστα παλαιά,0,1930-01-01,0.142,123.667
0.939,1925,0.995,['Louis Armstrong & His Hot Five'],0.625,149160,0.366,0,4xtbUCnNwcHBl8vsvUi0v6,0.741,11,0.0728,-13.557,0,My Heart,2,1925,0.056,94.231
0.338,1960,0.314,['Peggy Lee'],0.833,202693,0.0756,0,4Ke1CYcm2wYDFlOhziFFjK,0.0,4,0.111,-20.822,0,Fever,58,1960-05-01,0.147,136.007
0.6609999999999999,1923,0.838,['Harry Curtis'],0.7020000000000001,124056,0.3720000000000001,0,4xHyPfnrvKvatqt2oj3b4V,0.0,0,0.13,-10.667,1,I Don't Know Enough About You,0,1923,0.0894,156.09
0.536,1999,0.0467,['Westlife'],0.532,235067,0.525,0,5h9etcHD1K0OTljIAIw0Kh,0.0,4,0.053,-6.812,1,Fool Again,63,1999-04-25,0.0295,75.993
0.215,1980,0.35,['REO Speedwagon'],0.344,208533,0.49,0,5ty3vypSky1u5EiXyCNoe3,0.0,0,0.0925,-10.25,1,Keep On Loving You - Live Studio Demo - June/October 1980,27,1980,0.0297,173.188
0.619,1935,0.6609999999999999,['Эрнест Хемингуэй'],0.621,101800,0.162,1,56oqHw4mJFMorBNJQprM9L,0.0,2,0.4320000000000001,-15.19,1,Часть 64.2 - Зеленые холмы Африки,0,1935,0.944,180.009
0.29,1976,0.0823,['Thin Lizzy'],0.213,244333,0.7509999999999999,0,2hnaHVvIBYqgfsoW4bZm8u,0.011,1,0.0624,-10.623,1,Emerald,23,1976,0.0614,179.687
0.411,1967,0.0448,['The Hollies'],0.636,183333,0.254,0,26oh06NgUz4hwvZcbLFFJL,0.0,0,0.261,-12.626,1,Lullaby to Tim - Mono; 1999 Remaster,17,1967-06-01,0.0287,92.195
0.6659999999999999,2019,0.0394,['The Band CAMINO'],0.5770000000000001,181421,0.8109999999999999,0,1pJzl0YsxaWj6BbPs1mUuQ,0.0,2,0.11,-5.122999999999998,1,See Through,65,2019-08-23,0.075,92.002
0.778,1996,0.0805,['Maxwell'],0.753,346133,0.471,0,6l4TNbfPtNAOOlGIfceSaO,0.0299,0,0.131,-10.48,1,Ascension (Don't Ever Wonder),65,1996-04-02,0.0317,96.038
0.899,2000,0.0958,['Los Indomables De Cedral'],0.6409999999999999,120507,0.932,0,4gupuDB9VAtaq7bHbRTU5k,0.911,5,0.186,-4.495,1,La Cascarita,40,2000-07-05,0.0725,101.457
0.345,1976,0.7829999999999999,['The Brothers Johnson'],0.5920000000000001,181200,0.234,0,4gc2yRwyg0JyPxx81HAPOp,0.0288,5,0.0972,-17.343,1,Tomorrow,30,1976-01-01,0.0543,80.05
0.693,1945,0.348,['Эрих Мария Ремарк'],0.701,99143,0.188,1,0W46GeG9RhE9Muit5MIIX6,0.000246,0,0.0904,-19.994,1,Часть 107.4 & Часть 108.1 - Триумфальная арка,0,1945,0.94,104.436
0.758,1973,0.0539,['Tim Maia'],0.536,217605,0.7659999999999999,0,3BpiaGyTIb7VIoAYbvSzTH,0.0051,0,0.292,-9.89,1,Réu Confesso,59,1973-01-08,0.0522,87.89299999999999
0.565,1956,0.995,"['Johann Sebastian Bach', 'Glenn Gould']",0.294,198173,0.322,0,3X4hAOrcPEEkyz1jncZkXp,0.9,6,0.1639999999999999,-15.924,0,"The Well-Tempered Clavier, Book 2: Fugue No. 14 in F-Sharp Minor, BWV 883",7,1956,0.0377,86.206
0.963,1983,0.133,['The The'],0.718,335400,0.66,0,5fcZFpXkS4NLUfoP3y99WW,0.0214,4,0.13,-12.183,1,Perfect,24,1983,0.0426,109.254
0.805,1989,0.7559999999999999,['Mitch Miller'],0.568,144533,0.5,0,4XRIZUDdchUQTKKCSpUvV5,0.84,0,0.493,-12.709,1,March from the River Kwai,34,1989-06-13,0.0284,108.452
0.565,1998,0.0168,['Ace of Base'],0.635,227040,0.804,0,7hQgwzBCXsdIRsaFonrS3P,0.0,11,0.229,-6.0070000000000014,0,Life Is a Flower,56,1998-01-21,0.0361,96.013
0.8759999999999999,1985,0.753,['Frankie Ruiz'],0.7879999999999999,344267,0.711,0,63x5JXQC9x1tpvmgWkm1ir,0.0,8,0.322,-4.871,1,Esta Cobardia,37,1985-01-01,0.0384,92.023
0.251,1977,0.525,['Billy Joel'],0.541,296120,0.5489999999999999,0,1nFYpnm7F7iJgvKpSdyZXl,0.0,7,0.325,-8.891,1,"Just the Way You Are - Live at Carnegie Hall, New York, NY - June 1977",35,1977,0.0368,135.665
0.953,1976,0.47,"['Eric Burdon', 'War']",0.845,244307,0.447,0,2nluoJKvE7rTBN7kve8dnr,0.0,2,0.0782,-11.897,0,Spill The Wine,54,1976-01-01,0.049,119.457
0.256,2009,0.995,"['Johann Sebastian Bach', 'Julia Cload']",0.397,292987,0.0185,0,0VI8QAH1YupPK6xdCJuwpn,0.917,7,0.0828,-32.417,1,"Goldberg-Variationen, BWV 988: I. Aria",53,2009-11-23,0.0483,128.58
0.67,2008,0.56,['Panic! At The Disco'],0.574,182267,0.563,0,2x8Ljij15QYLZMwYZWwiLH,9.39e-05,2,0.3229999999999999,-8.543,0,From a Mountain in the Middle of the Cabins,46,2008-03-21,0.0292,134.083
0.146,2014,0.000287,['Nitro Fun'],0.626,211875,0.96,0,0VV4lfEdeV4PEAjuQH72N8,0.000304,4,0.894,-4.234,0,Cheat Codes,51,2014-04-21,0.0837,128.001
0.556,2006,0.927,['Dean Martin'],0.472,151533,0.217,0,2pSSSjVhTbSxa5a9vbzWhK,1.81e-06,7,0.352,-13.853,1,On An Evening In Roma (Sott'er Celo De Roma) - Remastered,56,2006-01-01,0.0295,136.991
0.458,2009,0.0131,['Eminem'],0.635,304907,0.7120000000000001,1,1PokNDiTBQZgXci6rn2BVE,0.0,4,0.187,-5.151,0,Music Box,52,2009-05-15,0.11,78.598
0.462,2020,0.25,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",0.8,195429,0.6579999999999999,1,7hxHWCCAIIxFLCzvDgnQHX,0.0,1,0.111,-6.142,0,"Lemonade (feat. Gunna, Don Toliver & NAV)",90,2020-08-28,0.079,140.042
0.383,2018,0.618,"['Joji', 'Trippie Redd']",0.716,158726,0.515,1,4wJ8dJKBAxdDe5cUx8K779,0.257,11,0.136,-9.651,0,R.I.P. (feat. Trippie Redd),67,2018-10-26,0.0305,99.284
